year,id,agekdbrn,educ,racehisp
2006,2276,28,14,White
2006,2279,19,14,White
2006,2280,26,13,White
2006,2281,32,14,White
2006,2284,21,14,White
2006,2285,16,11,Black
2006,2287,19,12,White
2006,2288,21,14,White
2006,2291,27,14,White
2006,2292,24,12,White
2006,2293,34,16,White
2006,2294,32,16,White
2006,2296,23,13,White
2006,2298,18,12,White
2006,2303,20,12,White
2006,2308,31,13,White
2006,2312,18,13,White
2006,2315,23,17,White
2006,2316,26,12,White
2006,2317,27,18,White
2006,2319,29,16,White
2006,2320,23,13,White
2006,2321,29,20,White
2006,2325,25,14,White
2006,2327,24,12,White
2006,2328,23,16,White
2006,2329,29,16,White
2006,2331,22,13,White
2006,2332,20,17,White
2006,2333,25,14,White
2006,2334,29,11,White
2006,2336,20,12,White
2006,2337,24,16,White
2006,2338,24,16,White
2006,2346,21,8,White
2006,2347,30,19,White
2006,2349,25,19,White
2006,2351,38,20,White
2006,2359,31,16,White
2006,2360,24,13,White
2006,2362,22,12,White
2006,2363,23,14,Black
2006,2366,20,15,Black
2006,2367,17,11,White
2006,2376,17,13,Black
2006,2380,24,13,White
2006,2381,17,10,Black
2006,2383,20,14,Black
2006,2384,16,14,Black
2006,2385,20,14,White
2006,2387,14,14,Black
2006,2388,20,10,Black
2006,2391,21,13,Black
2006,2393,19,10,Black
2006,2394,21,11,Black
2006,2395,17,11,Other
2006,2397,22,19,White
2006,2399,20,14,White
2006,2401,19,10,White
2006,2405,17,12,Hispanic
2006,2406,24,14,Black
2006,2409,19,12,White
2006,2411,31,16,White
2006,2413,21,12,White
2006,2415,29,18,Hispanic
2006,2416,21,13,White
2006,2417,21,14,White
2006,2420,24,16,White
2006,2421,18,14,White
2006,2422,34,19,White
2006,2423,33,12,White
2006,2425,26,15,White
2006,2430,29,19,White
2006,2433,26,17,White
2006,2434,28,16,White
2006,2437,18,14,White
2006,2443,18,13,White
2006,2444,19,16,White
2006,2446,26,16,Black
2006,2447,22,14,White
2006,2448,17,13,White
2006,2451,19,12,White
2006,2452,26,18,White
2006,2454,39,12,White
2006,2455,53,14,White
2006,2460,20,15,White
2006,2462,24,14,White
2006,2464,23,11,White
2006,2465,22,16,White
2006,2469,21,14,White
2006,2470,29,18,White
2006,2471,20,12,White
2006,2473,25,13,White
2006,2474,17,8,White
2006,2475,24,10,White
2006,2479,22,10,Black
2006,2481,16,11,Black
2006,2482,30,16,Other
2006,2483,23,12,White
2006,2486,26,12,White
2006,2487,22,12,White
2006,2490,22,11,Black
2006,2493,15,12,Black
2006,2494,25,14,Black
2006,2495,24,10,Black
2006,2497,17,16,Black
2006,2499,19,12,Black
2006,2500,19,12,Black
2006,2501,23,14,Black
2006,2504,24,12,White
2006,2505,22,14,White
2006,2507,23,15,Black
2006,2514,30,12,Black
2006,2515,19,12,White
2006,2516,27,16,Black
2006,2518,16,17,Black
2006,2528,29,16,White
2006,2532,26,17,White
2006,2533,25,13,White
2006,2534,31,12,White
2006,2537,19,16,White
2006,2540,27,14,White
2006,2542,17,13,Black
2006,2544,24,17,White
2006,2546,24,16,White
2006,2550,21,12,Black
2006,2559,29,16,White
2006,2560,24,16,White
2006,2561,29,14,White
2006,2562,24,12,White
2006,2563,24,17,White
2006,2565,30,15,White
2006,2566,23,14,White
2006,2568,27,20,White
2006,2572,15,12,White
2006,2575,31,20,Other
2006,2578,26,16,Black
2006,2583,16,12,Black
2006,2587,31,14,Black
2006,2590,25,13,White
2006,2591,25,16,Hispanic
2006,2592,23,16,White
2006,2602,23,13,White
2006,2604,23,16,White
2006,2605,20,12,White
2006,2609,28,13,Black
2006,2617,18,12,Black
2006,2621,28,18,White
2006,2624,28,14,White
2006,2625,21,15,White
2006,2626,21,13,White
2006,2629,19,12,White
2006,2630,24,14,White
2006,2633,23,14,White
2006,2637,24,14,Black
2006,2639,25,16,White
2006,2641,33,16,White
2006,2649,25,14,White
2006,2650,25,16,White
2006,2651,21,12,White
2006,2658,20,16,White
2006,2659,20,12,Black
2006,2664,32,12,Black
2006,2669,19,12,White
2006,2671,21,11,Black
2006,2672,21,12,White
2006,2674,23,16,White
2006,2677,24,13,White
2006,2680,26,16,White
2006,2683,16,10,White
2006,2684,19,11,White
2006,2685,21,16,White
2006,2686,17,11,Hispanic
2006,2687,20,12,White
2006,2689,25,12,White
2006,2693,23,14,White
2006,2696,18,12,White
2006,2698,26,13,White
2006,2700,23,12,Hispanic
2006,2701,18,9,Hispanic
2006,2703,17,16,Hispanic
2006,2704,20,11,Hispanic
2006,2709,22,16,Hispanic
2006,2711,56,20,Hispanic
2006,2712,26,9,Hispanic
2006,2714,51,9,Hispanic
2006,2716,23,12,Hispanic
2006,2717,19,13,Hispanic
2006,2719,24,14,Hispanic
2006,2720,27,13,Hispanic
2006,2721,23,13,Hispanic
2006,2724,39,12,Hispanic
2006,2732,20,8,Hispanic
2006,2733,27,15,Hispanic
2006,2737,23,11,Hispanic
2006,2739,29,11,Hispanic
2006,2743,20,12,Hispanic
2006,2744,22,9,Hispanic
2006,2745,19,9,Hispanic
2006,2748,18,13,Hispanic
2006,2750,21,16,Hispanic
2006,2757,37,17,White
2006,2758,38,12,Black
2006,2763,21,12,White
2006,2764,36,13,White
2006,2765,18,12,White
2006,2768,19,12,Black
2006,2769,26,16,White
2006,2770,18,16,Black
2006,2780,17,14,White
2006,2781,25,16,White
2006,2782,19,14,White
2006,2783,36,16,Other
2006,2785,27,12,White
2006,2786,20,12,White
2006,2787,23,14,White
2006,2789,24,14,White
2006,2790,28,14,White
2006,2792,18,12,White
2006,2795,18,12,White
2006,2796,24,14,White
2006,2797,20,13,White
2006,2798,20,12,White
2006,2799,46,16,White
2006,2801,28,12,White
2006,2803,23,16,White
2006,2804,19,13,White
2006,2810,26,14,Black
2006,2817,33,14,White
2006,2819,21,14,White
2006,2823,25,14,White
2006,2824,23,14,White
2006,2826,23,13,White
2006,2827,30,14,White
2006,2829,29,16,White
2006,2830,28,16,Other
2006,2831,21,12,White
2006,2832,31,13,White
2006,2834,24,16,White
2006,2836,19,12,White
2006,2837,22,12,White
2006,2841,21,12,White
2006,2843,23,15,White
2006,2845,20,13,White
2006,2846,19,12,Hispanic
2006,2847,22,16,Hispanic
2006,2850,21,12,White
2006,2851,15,12,White
2006,2853,23,12,White
2006,2855,19,13,White
2006,2859,28,16,White
2006,2862,22,14,White
2006,2866,25,12,White
2006,2869,13,11,Black
2006,2872,25,12,Black
2006,2875,20,12,Black
2006,2878,21,12,White
2006,2879,19,13,White
2006,2882,18,12,White
2006,2883,22,13,White
2006,2886,20,12,White
2006,2888,23,16,White
2006,2889,22,12,White
2006,2891,20,14,White
2006,2893,42,13,White
2006,2898,23,14,White
2006,2900,19,8,Hispanic
2006,2901,23,14,White
2006,2902,23,15,White
2006,2904,21,14,White
2006,2905,18,12,White
2006,2906,25,14,White
2006,2909,20,12,White
2006,2910,23,12,White
2006,2912,21,13,White
2006,2913,21,13,White
2006,2915,27,15,White
2006,2917,17,17,White
2006,2919,23,14,White
2006,2924,30,14,White
2006,2927,24,12,White
2006,2929,24,14,White
2006,2930,16,12,White
2006,2932,18,9,White
2006,2933,22,12,White
2006,2934,22,12,White
2006,2935,24,16,White
2006,2936,22,11,White
2006,2937,18,10,White
2006,2939,20,14,White
2006,2941,21,12,White
2006,2942,42,16,White
2006,2944,34,20,White
2006,2945,25,12,Hispanic
2006,2947,39,16,White
2006,2953,36,13,White
2006,2955,24,12,Hispanic
2006,2957,26,12,White
2006,2958,29,16,White
2006,2959,26,13,White
2006,2961,18,11,White
2006,2962,17,11,Black
2006,2963,23,14,Hispanic
2006,2964,17,12,White
2006,2967,25,12,Black
2006,2970,27,16,White
2006,2971,19,12,White
2006,2972,21,12,White
2006,2975,18,12,White
2006,2982,19,12,White
2006,2984,21,16,White
2006,2985,24,12,Hispanic
2006,2987,22,12,White
2006,2990,31,16,White
2006,2991,25,16,White
2006,2999,19,12,White
2006,3000,24,12,White
2006,3001,15,10,White
2006,3002,21,13,White
2006,3003,34,16,Other
2006,3004,16,16,White
2006,3005,29,12,White
2006,3009,30,12,White
2006,3010,35,14,White
2006,3012,24,17,White
2006,3013,29,14,White
2006,3016,32,16,White
2006,3017,26,12,White
2006,3021,20,12,Hispanic
2006,3024,26,14,White
2006,3025,20,11,White
2006,3027,16,13,White
2006,3033,33,18,White
2006,3042,19,9,White
2006,3043,19,10,White
2006,3045,19,17,Hispanic
2006,3048,18,10,White
2006,3050,42,12,White
2006,3051,17,12,White
2006,3055,25,12,White
2006,3056,26,13,White
2006,3057,18,12,White
2006,3059,21,13,Hispanic
2006,3061,24,14,White
2006,3062,16,13,Hispanic
2006,3064,26,16,White
2006,3071,20,14,White
2006,3075,27,13,White
2006,3076,22,10,White
2006,3077,26,16,White
2006,3078,21,12,White
2006,3081,16,18,White
2006,3085,21,20,Black
2006,3087,24,16,White
2006,3088,27,17,White
2006,3090,28,19,White
2006,3094,33,16,White
2006,3095,38,16,White
2006,3096,30,16,White
2006,3100,18,12,White
2006,3102,20,12,White
2006,3104,26,16,White
2006,3106,27,12,White
2006,3107,25,12,White
2006,3110,21,15,White
2006,3111,28,14,Hispanic
2006,3112,18,18,White
2006,3113,26,16,White
2006,3114,22,13,White
2006,3119,19,11,White
2006,3125,21,17,White
2006,3129,25,12,White
2006,3131,24,16,White
2006,3133,26,12,White
2006,3134,23,19,White
2006,3139,20,14,White
2006,3147,30,10,White
2006,3152,16,9,White
2006,3153,18,12,White
2006,3156,17,11,White
2006,3157,18,12,Black
2006,3159,22,20,White
2006,3170,23,15,Hispanic
2006,3173,29,18,White
2006,3174,17,12,Hispanic
2006,3176,21,13,White
2006,3177,18,13,White
2006,3178,35,16,Other
2006,3179,24,16,Other
2006,3183,20,13,White
2006,3185,17,12,White
2006,3192,20,10,White
2006,3193,19,13,Hispanic
2006,3195,22,16,White
2006,3196,22,12,White
2006,3200,22,14,White
2006,3201,20,12,White
2006,3204,18,17,White
2006,3210,29,11,White
2006,3212,25,13,White
2006,3214,16,12,Other
2006,3215,21,18,Other
2006,3216,29,16,Other
2006,3218,22,13,White
2006,3220,21,14,Hispanic
2006,3222,21,13,Other
2006,3223,24,20,White
2006,3224,14,8,Other
2006,3225,23,13,White
2006,3227,32,20,White
2006,3232,35,17,Other
2006,3235,21,12,Other
2006,3237,20,9,Hispanic
2006,3238,27,18,Other
2006,3240,20,12,Other
2006,3242,27,16,Other
2006,3243,30,19,Other
2006,3244,32,12,Other
2006,3247,23,13,Other
2006,3248,29,16,White
2006,3255,35,18,White
2006,3256,30,16,White
2006,3257,17,11,White
2006,3261,36,16,White
2006,3270,27,17,White
2006,3271,27,12,White
2006,3274,18,13,White
2006,3276,26,11,White
2006,3277,25,14,White
2006,3279,23,15,White
2006,3281,19,16,White
2006,3282,35,13,White
2006,3283,28,19,White
2006,3284,25,15,White
2006,3286,29,16,White
2006,3287,19,14,White
2006,3288,19,12,White
2006,3289,25,12,White
2006,3291,24,18,White
2006,3292,23,16,White
2006,3293,17,12,White
2006,3295,26,8,White
2006,3296,24,12,White
2006,3301,20,10,White
2006,3302,31,15,White
2006,3303,32,14,White
2006,3304,15,8,White
2006,3305,20,9,White
2006,3307,32,18,White
2006,3313,17,10,White
2006,3314,29,16,White
2006,3316,19,18,White
2006,3317,28,15,White
2006,3318,24,15,White
2006,3323,22,17,White
2006,3324,23,20,White
2006,3326,21,12,White
2006,3327,21,12,White
2006,3328,24,12,White
2006,3331,19,14,White
2006,3334,21,12,White
2006,3335,21,18,White
2006,3336,21,12,White
2006,3342,23,16,White
2006,3344,20,13,White
2006,3346,20,18,White
2006,3348,20,13,White
2006,3349,28,14,White
2006,3351,27,16,White
2006,3352,26,14,White
2006,3354,26,16,White
2006,3355,22,16,White
2006,3356,39,20,White
2006,3359,28,16,White
2006,3364,26,20,White
2006,3366,22,20,White
2006,3367,27,15,White
2006,3368,23,13,White
2006,3370,25,14,White
2006,3372,26,14,White
2006,3373,25,13,White
2006,3374,33,14,White
2006,3375,26,12,White
2006,3376,28,18,White
2006,3377,19,17,White
2006,3378,24,13,White
2006,3379,17,14,Other
2006,3381,31,16,White
2006,3387,20,13,Hispanic
2006,3388,26,15,Hispanic
2006,3390,19,12,White
2006,3392,23,12,White
2006,3393,20,8,White
2006,3396,50,15,Other
2006,3397,21,11,White
2006,3400,26,12,White
2006,3401,19,12,White
2006,3402,30,18,White
2006,3404,21,12,White
2006,3405,26,15,White
2006,3411,17,16,White
2006,3412,26,14,White
2006,3413,24,14,White
2006,3414,19,13,White
2006,3415,25,15,White
2006,3416,21,11,Hispanic
2006,3424,24,16,White
2006,3425,29,16,White
2006,3427,19,12,White
2006,3428,20,14,Black
2006,3429,20,13,White
2006,3430,35,12,White
2006,3432,25,15,White
2006,3433,28,12,White
2006,3435,28,13,White
2006,3436,22,9,White
2006,3438,19,12,White
2006,3439,32,16,White
2006,3440,24,15,White
2006,3442,18,13,White
2006,3444,23,14,White
2006,3445,26,14,White
2006,3448,20,12,White
2006,3450,23,12,White
2006,3453,21,12,White
2006,3454,32,16,White
2006,3455,24,8,White
2006,3459,22,12,White
2006,3464,29,12,White
2006,3467,21,13,White
2006,3469,19,10,White
2006,3471,22,12,White
2006,3474,23,12,White
2006,3476,25,11,White
2006,3480,23,16,White
2006,3481,17,13,White
2006,3483,18,12,White
2006,3485,20,14,Other
2006,3486,25,12,White
2006,3487,23,16,White
2006,3489,19,13,White
2006,3496,21,12,White
2006,3498,15,14,Hispanic
2006,3499,23,14,Hispanic
2006,3500,20,10,White
2006,3501,34,10,White
2006,3502,27,9,White
2006,3504,20,12,White
2006,3507,25,12,White
2006,3508,21,14,White
2006,3509,16,14,White
2006,3510,18,11,White
2006,3515,21,16,White
2006,3517,20,12,White
2006,3521,21,12,White
2006,3523,22,12,White
2006,3525,23,15,White
2006,3526,20,12,White
2006,3527,18,12,White
2006,3529,19,10,White
2006,3530,18,9,White
2006,3531,25,14,White
2006,3533,22,12,White
2006,3534,20,12,White
2006,3537,19,14,White
2006,3538,18,12,White
2006,3540,23,12,White
2006,3541,20,10,White
2006,3542,28,12,White
2006,3543,30,12,White
2006,3544,21,8,White
2006,3545,21,10,Other
2006,3546,20,8,White
2006,3547,22,14,White
2006,3549,21,12,White
2006,3550,20,14,White
2006,3551,31,8,White
2006,3553,24,13,White
2006,3555,22,12,White
2006,3556,23,12,White
2006,3560,22,13,White
2006,3562,21,11,White
2006,3565,22,9,White
2006,3566,16,12,White
2006,3567,18,9,White
2006,3569,17,18,White
2006,3570,24,8,White
2006,3573,21,8,White
2006,3574,18,12,White
2006,3578,20,11,White
2006,3583,20,12,White
2006,3589,23,12,White
2006,3594,22,14,White
2006,3600,16,9,White
2006,3601,19,11,White
2006,3606,31,12,White
2006,3607,22,12,White
2006,3608,20,11,White
2006,3612,18,9,White
2006,3613,20,12,White
2006,3614,20,9,White
2006,3616,18,12,White
2006,3617,23,12,White
2006,3620,28,13,White
2006,3621,24,9,White
2006,3623,21,12,White
2006,3624,19,8,White
2006,3625,32,12,White
2006,3630,25,16,White
2006,3631,22,14,White
2006,3633,24,13,White
2006,3635,20,17,White
2006,3646,24,12,White
2006,3647,27,12,White
2006,3651,21,12,White
2006,3652,32,16,White
2006,3655,30,13,White
2006,3657,18,13,White
2006,3659,20,11,White
2006,3661,25,14,Black
2006,3664,30,12,White
2006,3665,23,12,White
2006,3666,18,12,White
2006,3667,14,9,Black
2006,3668,16,12,White
2006,3669,23,14,White
2006,3670,20,12,White
2006,3671,23,14,Black
2006,3673,18,13,Black
2006,3675,16,15,White
2006,3676,18,8,White
2006,3678,15,9,White
2006,3682,18,12,White
2006,3684,18,11,Black
2006,3685,24,12,White
2006,3687,27,12,White
2006,3689,19,12,Black
2006,3693,28,16,White
2006,3694,19,11,White
2006,3695,25,14,White
2006,3697,24,11,White
2006,3698,27,13,White
2006,3701,16,12,Black
2006,3703,22,16,Black
2006,3704,21,8,White
2006,3705,37,16,Black
2006,3706,19,9,Black
2006,3709,27,8,Hispanic
2006,3711,30,14,White
2006,3714,29,12,Black
2006,3716,21,11,White
2006,3720,20,12,White
2006,3721,21,14,White
2006,3723,20,10,White
2006,3724,23,20,White
2006,3727,21,13,White
2006,3729,18,11,White
2006,3731,17,13,White
2006,3734,21,12,White
2006,3735,18,12,White
2006,3740,27,14,White
2006,3741,25,11,White
2006,3742,32,16,White
2006,3743,26,12,White
2006,3744,18,10,White
2006,3745,19,10,White
2006,3746,30,17,White
2006,3747,21,14,White
2006,3749,18,12,White
2006,3752,19,11,White
2006,3757,23,17,White
2006,3758,24,14,White
2006,3759,25,16,White
2006,3760,16,9,White
2006,3761,26,14,White
2006,3763,17,12,White
2006,3764,27,12,White
2006,3765,29,14,White
2006,3769,18,12,White
2006,3770,18,10,White
2006,3772,20,10,White
2006,3775,21,10,White
2006,3780,22,13,White
2006,3782,22,12,White
2006,3783,33,18,White
2006,3784,25,14,White
2006,3793,21,14,White
2006,3794,22,12,White
2006,3795,22,12,White
2006,3796,20,10,White
2006,3798,19,11,White
2006,3799,17,14,White
2006,3801,20,10,White
2006,3803,21,13,White
2006,3804,19,12,White
2006,3805,21,14,White
2006,3806,14,12,White
2006,3809,21,12,White
2006,3813,20,9,White
2006,3820,22,12,White
2006,3825,38,16,White
2006,3827,20,14,White
2006,3830,38,16,White
2006,3834,30,12,White
2006,3836,29,17,White
2006,3839,20,12,White
2006,3841,21,14,White
2006,3845,21,12,Black
2006,3848,37,12,White
2006,3850,25,13,White
2006,3851,37,14,White
2006,3854,20,13,White
2006,3856,27,17,White
2006,3858,21,16,White
2006,3862,20,12,Black
2006,3863,26,17,Black
2006,3864,17,12,White
2006,3866,21,12,White
2006,3867,20,8,White
2006,3868,22,12,White
2006,3869,20,12,Black
2006,3870,17,11,Black
2006,3871,18,12,White
2006,3874,24,12,White
2006,3879,21,16,White
2006,3881,34,20,Black
2006,3882,15,12,Black
2006,3883,21,14,White
2006,3884,17,11,White
2006,3886,22,15,Black
2006,3887,22,12,Black
2006,3889,22,8,Black
2006,3891,17,13,Black
2006,3892,17,11,Black
2006,3894,26,11,Black
2006,3896,38,16,Black
2006,3897,20,12,Black
2006,3900,25,11,Black
2006,3901,24,11,Black
2006,3902,22,12,Black
2006,3903,28,12,Black
2006,3904,17,11,White
2006,3907,22,13,Black
2006,3912,16,13,Hispanic
2006,3914,21,14,White
2006,3915,37,16,White
2006,3916,22,12,White
2006,3920,33,13,White
2006,3922,25,20,White
2006,3925,22,12,White
2006,3927,20,12,White
2006,3928,23,14,White
2006,3930,32,12,White
2006,3932,32,9,White
2006,3933,26,20,White
2006,3934,19,12,White
2006,3935,25,14,Black
2006,3938,21,12,Black
2006,3939,22,11,Black
2006,3941,26,14,Black
2006,3942,19,12,Black
2006,3945,18,15,Black
2006,3946,29,14,White
2006,3948,22,12,White
2006,3949,24,13,Other
2006,3950,19,13,White
2006,3951,23,12,White
2006,3952,21,10,White
2006,3953,22,15,White
2006,3954,25,15,White
2006,3956,22,14,White
2006,3957,21,12,White
2006,3958,19,12,White
2006,3964,18,8,Black
2006,3967,19,13,Black
2006,3968,15,11,Black
2006,3969,21,12,White
2006,3970,27,10,Black
2006,3972,16,12,Black
2006,3973,21,14,Black
2006,3975,19,12,White
2006,3976,24,12,White
2006,3978,18,8,Black
2006,3980,19,12,Black
2006,3981,21,13,Black
2006,3983,22,13,Black
2006,3984,20,12,Black
2006,3985,21,13,Black
2006,3988,27,12,White
2006,3991,24,18,Black
2006,3992,21,12,Black
2006,3993,21,16,Black
2006,3995,15,12,Black
2006,3996,21,14,Black
2006,3997,20,14,Black
2006,3999,25,12,Black
2006,4000,18,12,Black
2006,4002,21,12,Black
2006,4008,20,14,Black
2006,4009,25,13,White
2006,4010,18,15,Black
2006,4011,18,10,Black
2006,4012,18,12,White
2006,4013,19,13,Black
2006,4014,16,13,White
2006,4015,26,12,Black
2006,4016,16,13,White
2006,4020,21,9,Hispanic
2006,4021,18,15,White
2006,4022,18,9,Hispanic
2006,4025,25,13,Black
2006,4026,19,11,White
2006,4028,18,12,White
2006,4031,21,9,Hispanic
2006,4034,19,8,Hispanic
2006,4035,19,13,White
2006,4036,25,12,White
2006,4037,20,13,White
2006,4039,16,10,White
2006,4043,31,15,White
2006,4044,20,12,White
2006,4046,17,8,White
2006,4047,25,12,White
2006,4050,20,13,White
2006,4054,30,18,White
2006,4056,20,14,Black
2006,4057,24,18,Black
2006,4059,21,10,White
2006,4066,21,12,White
2006,4067,18,12,Black
2006,4068,25,12,Black
2006,4071,25,9,Black
2006,4080,31,11,Black
2006,4083,16,14,White
2006,4085,17,12,Hispanic
2006,4090,25,14,White
2006,4091,18,12,White
2006,4094,19,12,White
2006,4095,21,12,White
2006,4097,17,12,White
2006,4099,23,9,White
2006,4101,22,11,Hispanic
2006,4103,21,14,White
2006,4106,21,12,White
2006,4107,21,17,White
2006,4109,21,12,White
2006,4111,23,16,White
2006,4115,19,10,Other
2006,4116,26,13,White
2006,4117,25,12,White
2006,4118,25,14,White
2006,4119,20,16,White
2006,4120,25,12,White
2006,4122,22,10,White
2006,4125,21,14,White
2006,4126,35,12,White
2006,4127,21,12,White
2006,4130,24,16,White
2006,4132,19,10,White
2006,4136,16,8,White
2006,4138,21,14,White
2006,4140,19,12,White
2006,4143,31,16,White
2006,4144,23,12,White
2006,4149,21,12,White
2006,4151,23,12,White
2006,4152,24,16,White
2006,4158,26,17,White
2006,4163,22,12,White
2006,4165,22,9,White
2006,4169,17,13,White
2006,4171,19,14,White
2006,4173,23,12,White
2006,4174,23,13,White
2006,4182,23,16,White
2006,4183,26,13,White
2006,4188,32,8,Hispanic
2006,4190,19,16,White
2006,4191,19,18,Black
2006,4192,29,13,White
2006,4199,22,9,White
2006,4200,32,12,White
2006,4201,29,15,White
2006,4203,14,10,Black
2006,4212,18,10,White
2006,4213,22,12,White
2006,4215,18,12,White
2006,4216,34,12,White
2006,4218,21,13,White
2006,4220,21,9,Hispanic
2006,4223,18,12,White
2006,4224,30,12,White
2006,4227,19,11,White
2006,4228,18,8,White
2006,4230,18,12,White
2006,4234,39,16,White
2006,4237,19,10,Black
2006,4239,24,12,White
2006,4240,19,14,White
2006,4243,30,17,White
2006,4245,22,12,White
2006,4246,27,10,White
2006,4248,20,16,White
2006,4251,17,16,White
2006,4253,19,9,White
2006,4256,21,9,White
2006,4257,21,13,White
2006,4258,20,17,White
2006,4259,20,13,White
2006,4263,20,12,White
2006,4265,48,16,White
2006,4270,26,14,Hispanic
2006,4271,17,12,Hispanic
2006,4274,24,14,Hispanic
2006,4275,32,15,White
2006,4280,29,14,White
2006,4282,28,15,Other
2006,4292,20,14,White
2006,4293,21,20,White
2006,4294,17,13,White
2006,4295,23,12,Hispanic
2006,4297,23,9,Hispanic
2006,4298,19,16,White
2006,4304,20,18,White
2006,4305,19,14,White
2006,4306,35,15,White
2006,4307,17,12,Hispanic
2006,4309,21,12,Hispanic
2006,4310,19,12,White
2006,4314,25,16,White
2006,4315,17,15,White
2006,4316,23,12,White
2006,4317,19,15,White
2006,4320,20,12,White
2006,4323,19,11,White
2006,4325,20,13,Hispanic
2006,4327,19,12,White
2006,4328,21,11,White
2006,4330,22,13,White
2006,4331,20,8,White
2006,4334,38,10,White
2006,4336,21,16,White
2006,4337,23,13,White
2006,4340,26,18,White
2006,4343,23,13,White
2006,4344,20,12,White
2006,4346,29,12,White
2006,4348,21,12,White
2006,4352,21,13,White
2006,4355,19,10,White
2006,4356,27,13,White
2006,4359,28,12,Black
2006,4360,18,12,Hispanic
2006,4362,25,14,White
2006,4363,21,12,White
2006,4364,23,13,White
2006,4368,21,12,White
2006,4370,18,15,White
2006,4372,17,19,White
2006,4373,19,13,White
2006,4374,23,12,White
2006,4375,20,12,White
2006,4376,20,12,White
2006,4377,21,15,White
2006,4378,30,12,White
2006,4380,24,12,White
2006,4382,20,12,White
2006,4384,21,12,White
2006,4386,32,18,White
2006,4389,18,12,White
2006,4393,21,12,Hispanic
2006,4394,21,8,Hispanic
2006,4396,30,14,White
2006,4397,20,8,Hispanic
2006,4399,24,18,White
2006,4401,21,12,Black
2006,4403,31,14,Hispanic
2006,4404,32,15,Other
2006,4406,25,14,White
2006,4408,27,12,Hispanic
2006,4410,28,17,White
2006,4411,17,15,White
2006,4413,30,15,White
2006,4415,25,12,Black
2006,4418,17,16,Black
2006,4419,31,16,White
2006,4421,17,8,Hispanic
2006,4423,22,10,White
2006,4424,29,12,Black
2006,4425,25,16,White
2006,4426,18,12,Black
2006,4429,25,16,White
2006,4430,28,18,White
2006,4436,23,12,White
2006,4438,30,16,White
2006,4439,20,12,White
2006,4442,29,12,White
2006,4443,22,16,White
2006,4445,20,13,White
2006,4446,18,12,White
2006,4448,19,11,Hispanic
2006,4452,26,16,White
2006,4455,20,14,White
2006,4456,25,14,Hispanic
2006,4457,27,18,White
2006,4459,23,12,White
2006,4461,20,12,White
2006,4462,31,15,White
2006,4468,21,12,White
2006,4469,19,12,Black
2006,4470,40,17,White
2006,4472,29,12,Black
2006,4473,23,12,White
2006,4474,22,10,White
2006,4475,21,12,White
2006,4476,31,19,White
2006,4477,21,17,White
2006,4483,16,14,Black
2006,4486,33,14,White
2006,4487,18,12,Hispanic
2006,4489,32,16,White
2006,4490,31,16,White
2006,4492,26,16,White
2006,4493,18,14,Black
2006,4494,21,14,Black
2006,4498,18,11,White
2006,4499,22,12,White
2006,4500,20,14,White
2006,4506,32,16,White
2006,4507,21,8,White
2006,4510,22,12,White
2008,1,20,12,Hispanic
2008,2,33,20,Other
2008,3,22,13,Black
2008,4,26,10,Black
2008,5,32,12,Black
2008,6,25,16,Black
2008,8,21,12,Black
2008,9,27,14,Black
2008,10,17,9,Black
2008,11,31,17,Black
2008,13,44,18,White
2008,14,22,16,Black
2008,16,27,18,Other
2008,18,20,13,White
2008,20,30,14,Other
2008,21,21,12,White
2008,22,20,12,White
2008,23,20,12,White
2008,24,23,13,White
2008,25,22,13,White
2008,26,35,12,White
2008,27,25,14,Black
2008,29,23,14,Black
2008,32,25,12,Hispanic
2008,33,25,10,Hispanic
2008,34,19,12,Hispanic
2008,37,21,16,Other
2008,38,28,14,White
2008,39,32,16,White
2008,41,24,14,Other
2008,42,17,10,White
2008,43,15,13,Hispanic
2008,45,18,15,Black
2008,46,31,18,Other
2008,48,29,16,White
2008,49,29,14,White
2008,50,29,18,White
2008,51,29,16,White
2008,52,29,14,White
2008,53,27,16,White
2008,55,31,16,White
2008,57,22,16,Black
2008,59,25,16,Black
2008,61,42,20,White
2008,62,35,20,White
2008,64,16,9,Hispanic
2008,65,22,19,White
2008,68,23,12,White
2008,69,32,16,White
2008,70,31,18,White
2008,71,25,12,White
2008,72,32,12,White
2008,73,23,16,White
2008,74,21,12,White
2008,75,24,12,White
2008,76,20,12,White
2008,78,17,12,White
2008,79,23,14,White
2008,81,38,19,White
2008,85,30,11,Hispanic
2008,86,22,14,White
2008,87,24,15,White
2008,89,25,12,White
2008,90,28,16,White
2008,92,29,12,White
2008,93,30,13,White
2008,94,40,15,White
2008,96,16,20,White
2008,97,35,18,White
2008,98,20,8,Hispanic
2008,99,33,12,White
2008,100,20,15,White
2008,101,21,12,White
2008,103,30,19,White
2008,104,16,11,White
2008,105,23,12,White
2008,106,22,10,White
2008,108,15,18,White
2008,109,20,12,Hispanic
2008,110,22,12,White
2008,112,29,18,White
2008,113,29,16,White
2008,114,25,17,White
2008,115,23,13,White
2008,116,30,16,White
2008,118,21,13,White
2008,119,23,18,White
2008,120,30,20,White
2008,125,25,12,Hispanic
2008,126,17,11,Hispanic
2008,129,25,12,Hispanic
2008,131,28,16,Other
2008,132,32,12,White
2008,133,34,12,White
2008,134,27,18,White
2008,136,24,18,White
2008,137,27,14,White
